0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.52E-01	0.00E+00
7.81E-01	0.00E+00	0.00E+00	0.00E+00	6.52E-01	0.00E+00
8.73E-01	0.00E+00	0.00E+00	0.00E+00	5.49E-01	0.00E+00
9.78E-01	0.00E+00	0.00E+00	0.00E+00	4.63E-01	0.00E+00
1.10E+00	0.00E+00	0.00E+00	0.00E+00	3.89E-01	0.00E+00
1.23E+00	0.00E+00	0.00E+00	0.00E+00	3.27E-01	0.00E+00
1.38E+00	0.00E+00	0.00E+00	0.00E+00	2.74E-01	0.00E+00
1.54E+00	0.00E+00	0.00E+00	0.00E+00	2.30E-01	0.00E+00
1.73E+00	0.00E+00	0.00E+00	0.00E+00	1.93E-01	0.00E+00
1.94E+00	0.00E+00	0.00E+00	0.00E+00	1.62E-01	0.00E+00
2.17E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-01	0.00E+00
2.42E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-01	0.00E+00
2.70E+00	0.00E+00	0.00E+00	0.00E+00	9.38E-02	0.00E+00
3.00E+00	0.00E+00	0.00E+00	0.00E+00	7.81E-02	0.00E+00
3.34E+00	0.00E+00	0.00E+00	0.00E+00	6.51E-02	0.00E+00
3.71E+00	0.00E+00	0.00E+00	0.00E+00	5.44E-02	0.00E+00
4.14E+00	0.00E+00	0.00E+00	0.00E+00	4.56E-02	0.00E+00
4.58E+00	0.00E+00	0.00E+00	0.00E+00	3.95E-02	0.00E+00
4.93E+00	0.00E+00	0.00E+00	0.00E+00	3.69E-02	0.00E+00
5.15E+00	0.00E+00	0.00E+00	0.00E+00	3.67E-02	0.00E+00
5.28E+00	0.00E+00	0.00E+00	0.00E+00	3.72E-02	0.00E+00
5.38E+00	0.00E+00	0.00E+00	0.00E+00	3.73E-02	0.00E+00
5.48E+00	0.00E+00	0.00E+00	0.00E+00	3.71E-02	0.00E+00
5.59E+00	0.00E+00	0.00E+00	0.00E+00	3.65E-02	0.00E+00
5.71E+00	0.00E+00	0.00E+00	0.00E+00	3.58E-02	0.00E+00
5.83E+00	0.00E+00	0.00E+00	0.00E+00	3.49E-02	0.00E+00
5.97E+00	0.00E+00	0.00E+00	0.00E+00	3.40E-02	0.00E+00
6.12E+00	0.00E+00	0.00E+00	0.00E+00	3.31E-02	0.00E+00
6.29E+00	0.00E+00	0.00E+00	0.00E+00	3.22E-02	0.00E+00
6.47E+00	0.00E+00	0.00E+00	0.00E+00	3.15E-02	0.00E+00
6.68E+00	0.00E+00	0.00E+00	0.00E+00	3.07E-02	0.00E+00
6.91E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-02	0.00E+00
7.19E+00	0.00E+00	0.00E+00	0.00E+00	2.92E-02	0.00E+00
7.51E+00	0.00E+00	0.00E+00	0.00E+00	2.85E-02	0.00E+00
7.91E+00	0.00E+00	0.00E+00	0.00E+00	2.78E-02	0.00E+00
8.40E+00	0.00E+00	0.00E+00	0.00E+00	2.71E-02	0.00E+00
9.04E+00	0.00E+00	0.00E+00	0.00E+00	2.64E-02	0.00E+00
9.87E+00	0.00E+00	0.00E+00	0.00E+00	2.58E-02	0.00E+00
1.10E+01	0.00E+00	0.00E+00	0.00E+00	2.52E-02	0.00E+00
1.25E+01	0.00E+00	0.00E+00	0.00E+00	2.47E-02	0.00E+00
1.46E+01	0.00E+00	0.00E+00	0.00E+00	2.42E-02	0.00E+00
1.74E+01	0.00E+00	0.00E+00	0.00E+00	2.35E-02	0.00E+00
2.13E+01	0.00E+00	0.00E+00	0.00E+00	2.26E-02	0.00E+00
2.66E+01	0.00E+00	0.00E+00	0.00E+00	2.16E-02	0.00E+00
3.37E+01	0.00E+00	0.00E+00	0.00E+00	2.05E-02	0.00E+00
4.33E+01	0.00E+00	0.00E+00	0.00E+00	1.92E-02	0.00E+00
5.66E+01	0.00E+00	0.00E+00	0.00E+00	1.79E-02	0.00E+00
7.60E+01	0.00E+00	0.00E+00	0.00E+00	1.69E-02	0.00E+00
1.05E+02	0.00E+00	0.00E+00	0.00E+00	1.61E-02	0.00E+00
1.50E+02	0.00E+00	0.00E+00	0.00E+00	1.55E-02	0.00E+00
